condition_scope,condition_id,condition_races,tide_type_est,tide_level_band,tide_direction,tide_phase,tide_window,wind_dir,wind_speed_band,wave_band,one_escape_rate,center_head_3_4_rate,outer_head_5_6_rate,outer_in3_5_6_rate,sample_reliability,one_escape_vs_all_pt,center_head_3_4_vs_all_pt,outer_head_5_6_vs_all_pt,outer_in3_5_6_vs_all_pt
baseline,ALL,5304,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,0.4227,0.269042,0.114819,0.591629,A,0.0,-0.0,-0.0,0.0
wind_dir,wind_dir=unknown,160,ALL,ALL,ALL,ALL,ALL,unknown,ALL,ALL,0.425,0.2375,0.2,0.575,B,0.23,-3.154,8.518,-1.663
wind_dir,wind_dir=北,1003,ALL,ALL,ALL,ALL,ALL,北,ALL,ALL,0.397807,0.269192,0.153539,0.654038,A,-2.489,0.015,3.872,6.241
wind_dir,wind_dir=北東,410,ALL,ALL,ALL,ALL,ALL,北東,ALL,ALL,0.426829,0.273171,0.117073,0.595122,A,0.413,0.413,0.225,0.349
wind_dir,wind_dir=北西,76,ALL,ALL,ALL,ALL,ALL,北西,ALL,ALL,0.355263,0.342105,0.105263,0.539474,C,-6.744,7.306,-0.956,-5.215
wind_dir,wind_dir=南,2280,ALL,ALL,ALL,ALL,ALL,南,ALL,ALL,0.441228,0.25,0.098246,0.575439,A,1.853,-1.904,-1.657,-1.619
wind_dir,wind_dir=南東,704,ALL,ALL,ALL,ALL,ALL,南東,ALL,ALL,0.423295,0.291193,0.102273,0.583807,A,0.06,2.215,-1.255,-0.782
wind_dir,wind_dir=南西,91,ALL,ALL,ALL,ALL,ALL,南西,ALL,ALL,0.340659,0.285714,0.153846,0.527473,C,-8.204,1.667,3.903,-6.416
wind_dir,wind_dir=東,261,ALL,ALL,ALL,ALL,ALL,東,ALL,ALL,0.375479,0.340996,0.099617,0.613027,B,-4.722,7.195,-1.52,2.14
wind_dir,wind_dir=無風,300,ALL,ALL,ALL,ALL,ALL,無風,ALL,ALL,0.443333,0.28,0.1,0.55,A,2.063,1.096,-1.482,-4.163
wind_dir,wind_dir=西,19,ALL,ALL,ALL,ALL,ALL,西,ALL,ALL,0.368421,0.368421,0.052632,0.473684,reference,-5.428,9.938,-6.219,-11.794
wind_speed,wind_speed_band=0_1m,1397,ALL,ALL,ALL,ALL,ALL,ALL,0_1m,ALL,0.447387,0.287044,0.093772,0.576235,A,2.469,1.8,-2.105,-1.539
wind_speed,wind_speed_band=2_3m,2134,ALL,ALL,ALL,ALL,ALL,ALL,2_3m,ALL,0.409091,0.27179,0.117151,0.583411,A,-1.361,0.275,0.233,-0.822
wind_speed,wind_speed_band=4_5m,1250,ALL,ALL,ALL,ALL,ALL,ALL,4_5m,ALL,0.424,0.244,0.1224,0.624,A,0.13,-2.504,0.758,3.237
wind_speed,wind_speed_band=6m_plus,363,ALL,ALL,ALL,ALL,ALL,ALL,6m_plus,ALL,0.402204,0.283747,0.118457,0.595041,A,-2.05,1.47,0.364,0.341
wind_speed,wind_speed_band=unknown,160,ALL,ALL,ALL,ALL,ALL,ALL,unknown,ALL,0.425,0.2375,0.2,0.575,B,0.23,-3.154,8.518,-1.663
tide_direction_x_wind_dir,tide_direction=上げ潮|wind_dir=unknown,80,ALL,ALL,上げ潮,ALL,ALL,unknown,ALL,ALL,0.475,0.25,0.15,0.6,C,5.23,-1.904,3.518,0.837
tide_direction_x_wind_dir,tide_direction=上げ潮|wind_dir=北,534,ALL,ALL,上げ潮,ALL,ALL,北,ALL,ALL,0.43633,0.254682,0.131086,0.644195,A,1.363,-1.436,1.627,5.257
tide_direction_x_wind_dir,tide_direction=上げ潮|wind_dir=北東,198,ALL,ALL,上げ潮,ALL,ALL,北東,ALL,ALL,0.444444,0.242424,0.141414,0.59596,B,2.174,-2.662,2.659,0.433
tide_direction_x_wind_dir,tide_direction=上げ潮|wind_dir=北西,35,ALL,ALL,上げ潮,ALL,ALL,北西,ALL,ALL,0.428571,0.4,0.028571,0.542857,reference,0.587,13.096,-8.625,-4.877
tide_direction_x_wind_dir,tide_direction=上げ潮|wind_dir=南,1383,ALL,ALL,上げ潮,ALL,ALL,南,ALL,ALL,0.444685,0.257411,0.097614,0.579176,A,2.199,-1.163,-1.721,-1.245
tide_direction_x_wind_dir,tide_direction=上げ潮|wind_dir=南東,421,ALL,ALL,上げ潮,ALL,ALL,南東,ALL,ALL,0.434679,0.273159,0.099762,0.60095,A,1.198,0.412,-1.506,0.932
tide_direction_x_wind_dir,tide_direction=上げ潮|wind_dir=南西,40,ALL,ALL,上げ潮,ALL,ALL,南西,ALL,ALL,0.3,0.325,0.15,0.55,reference,-12.27,5.596,3.518,-4.163
tide_direction_x_wind_dir,tide_direction=上げ潮|wind_dir=東,155,ALL,ALL,上げ潮,ALL,ALL,東,ALL,ALL,0.374194,0.374194,0.096774,0.612903,B,-4.851,10.515,-1.805,2.127
tide_direction_x_wind_dir,tide_direction=上げ潮|wind_dir=無風,161,ALL,ALL,上げ潮,ALL,ALL,無風,ALL,ALL,0.440994,0.304348,0.111801,0.57764,B,1.829,3.531,-0.302,-1.399
tide_direction_x_wind_dir,tide_direction=上げ潮|wind_dir=西,13,ALL,ALL,上げ潮,ALL,ALL,西,ALL,ALL,0.384615,0.384615,0.076923,0.538462,reference,-3.808,11.557,-3.79,-5.317
tide_direction_x_wind_dir,tide_direction=下げ潮|wind_dir=unknown,80,ALL,ALL,下げ潮,ALL,ALL,unknown,ALL,ALL,0.375,0.225,0.25,0.55,C,-4.77,-4.404,13.518,-4.163
tide_direction_x_wind_dir,tide_direction=下げ潮|wind_dir=北,469,ALL,ALL,下げ潮,ALL,ALL,北,ALL,ALL,0.353945,0.285714,0.179104,0.665245,A,-6.875,1.667,6.428,7.362
tide_direction_x_wind_dir,tide_direction=下げ潮|wind_dir=北東,212,ALL,ALL,下げ潮,ALL,ALL,北東,ALL,ALL,0.410377,0.301887,0.09434,0.59434,B,-1.232,3.284,-2.048,0.271
tide_direction_x_wind_dir,tide_direction=下げ潮|wind_dir=北西,41,ALL,ALL,下げ潮,ALL,ALL,北西,ALL,ALL,0.292683,0.292683,0.170732,0.536585,reference,-13.002,2.364,5.591,-5.504
tide_direction_x_wind_dir,tide_direction=下げ潮|wind_dir=南,897,ALL,ALL,下げ潮,ALL,ALL,南,ALL,ALL,0.435897,0.238573,0.09922,0.569677,A,1.32,-3.047,-1.56,-2.195
tide_direction_x_wind_dir,tide_direction=下げ潮|wind_dir=南東,283,ALL,ALL,下げ潮,ALL,ALL,南東,ALL,ALL,0.40636,0.318021,0.106007,0.558304,B,-1.634,4.898,-0.881,-3.332
tide_direction_x_wind_dir,tide_direction=下げ潮|wind_dir=南西,51,ALL,ALL,下げ潮,ALL,ALL,南西,ALL,ALL,0.372549,0.254902,0.156863,0.509804,reference,-5.015,-1.414,4.204,-8.182
tide_direction_x_wind_dir,tide_direction=下げ潮|wind_dir=東,106,ALL,ALL,下げ潮,ALL,ALL,東,ALL,ALL,0.377358,0.292453,0.103774,0.613208,C,-4.534,2.341,-1.105,2.158
tide_direction_x_wind_dir,tide_direction=下げ潮|wind_dir=無風,139,ALL,ALL,下げ潮,ALL,ALL,無風,ALL,ALL,0.446043,0.251799,0.086331,0.517986,C,2.334,-1.724,-2.849,-7.364
tide_direction_x_wind_dir,tide_direction=下げ潮|wind_dir=西,6,ALL,ALL,下げ潮,ALL,ALL,西,ALL,ALL,0.333333,0.333333,0.0,0.333333,reference,-8.937,6.429,-11.482,-25.83
tide_direction_x_wind_speed,tide_direction=上げ潮|wind_speed_band=0_1m,796,ALL,ALL,上げ潮,ALL,ALL,ALL,0_1m,ALL,0.452261,0.295226,0.099246,0.581658,A,2.956,2.618,-1.557,-0.997
tide_direction_x_wind_speed,tide_direction=上げ潮|wind_speed_band=2_3m,1250,ALL,ALL,上げ潮,ALL,ALL,ALL,2_3m,ALL,0.4168,0.2736,0.1064,0.5768,A,-0.59,0.456,-0.842,-1.483
tide_direction_x_wind_speed,tide_direction=上げ潮|wind_speed_band=4_5m,708,ALL,ALL,上げ潮,ALL,ALL,ALL,4_5m,ALL,0.44774,0.231638,0.118644,0.638418,A,2.504,-3.74,0.382,4.679
tide_direction_x_wind_speed,tide_direction=上げ潮|wind_speed_band=6m_plus,186,ALL,ALL,上げ潮,ALL,ALL,ALL,6m_plus,ALL,0.44086,0.284946,0.107527,0.623656,B,1.816,1.59,-0.729,3.203
tide_direction_x_wind_speed,tide_direction=上げ潮|wind_speed_band=unknown,80,ALL,ALL,上げ潮,ALL,ALL,ALL,unknown,ALL,0.475,0.25,0.15,0.6,C,5.23,-1.904,3.518,0.837
tide_direction_x_wind_speed,tide_direction=下げ潮|wind_speed_band=0_1m,601,ALL,ALL,下げ潮,ALL,ALL,ALL,0_1m,ALL,0.440932,0.276206,0.086522,0.569052,A,1.823,0.716,-2.83,-2.258
tide_direction_x_wind_speed,tide_direction=下げ潮|wind_speed_band=2_3m,884,ALL,ALL,下げ潮,ALL,ALL,ALL,2_3m,ALL,0.39819,0.269231,0.132353,0.59276,A,-2.451,0.019,1.753,0.113
tide_direction_x_wind_speed,tide_direction=下げ潮|wind_speed_band=4_5m,542,ALL,ALL,下げ潮,ALL,ALL,ALL,4_5m,ALL,0.392989,0.260148,0.127306,0.605166,A,-2.971,-0.889,1.249,1.354
tide_direction_x_wind_speed,tide_direction=下げ潮|wind_speed_band=6m_plus,177,ALL,ALL,下げ潮,ALL,ALL,ALL,6m_plus,ALL,0.361582,0.282486,0.129944,0.564972,B,-6.112,1.344,1.512,-2.666
tide_direction_x_wind_speed,tide_direction=下げ潮|wind_speed_band=unknown,80,ALL,ALL,下げ潮,ALL,ALL,ALL,unknown,ALL,0.375,0.225,0.25,0.55,C,-4.77,-4.404,13.518,-4.163
tide_level_x_wind_dir,tide_level_band=やや低潮位(50-99cm)|wind_dir=unknown,91,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,unknown,ALL,ALL,0.43956,0.230769,0.21978,0.571429,C,1.686,-3.827,10.496,-2.02
tide_level_x_wind_dir,tide_level_band=やや低潮位(50-99cm)|wind_dir=北,221,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,北,ALL,ALL,0.402715,0.217195,0.171946,0.692308,B,-1.998,-5.185,5.713,10.068
tide_level_x_wind_dir,tide_level_band=やや低潮位(50-99cm)|wind_dir=北東,86,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,北東,ALL,ALL,0.5,0.186047,0.151163,0.593023,C,7.73,-8.3,3.634,0.139
tide_level_x_wind_dir,tide_level_band=やや低潮位(50-99cm)|wind_dir=北西,21,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,北西,ALL,ALL,0.285714,0.47619,0.095238,0.666667,reference,-13.699,20.715,-1.958,7.504
tide_level_x_wind_dir,tide_level_band=やや低潮位(50-99cm)|wind_dir=南,637,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,南,ALL,ALL,0.44427,0.246468,0.102041,0.56044,A,2.157,-2.257,-1.278,-3.119
tide_level_x_wind_dir,tide_level_band=やや低潮位(50-99cm)|wind_dir=南東,178,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,南東,ALL,ALL,0.382022,0.331461,0.117978,0.623596,B,-4.068,6.242,0.316,3.197
tide_level_x_wind_dir,tide_level_band=やや低潮位(50-99cm)|wind_dir=南西,16,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,南西,ALL,ALL,0.3125,0.3125,0.125,0.625,reference,-11.02,4.346,1.018,3.337
tide_level_x_wind_dir,tide_level_band=やや低潮位(50-99cm)|wind_dir=東,64,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,東,ALL,ALL,0.46875,0.234375,0.09375,0.59375,reference,4.605,-3.467,-2.107,0.212
tide_level_x_wind_dir,tide_level_band=やや低潮位(50-99cm)|wind_dir=無風,56,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,無風,ALL,ALL,0.589286,0.178571,0.089286,0.553571,reference,16.659,-9.047,-2.553,-3.806
tide_level_x_wind_dir,tide_level_band=やや低潮位(50-99cm)|wind_dir=西,4,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,西,ALL,ALL,0.5,0.25,0.25,0.25,reference,7.73,-1.904,13.518,-34.163
tide_level_x_wind_dir,tide_level_band=やや高潮位(150-179cm)|wind_dir=unknown,5,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,unknown,ALL,ALL,0.6,0.0,0.2,0.8,reference,17.73,-26.904,8.518,20.837
tide_level_x_wind_dir,tide_level_band=やや高潮位(150-179cm)|wind_dir=北,166,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,北,ALL,ALL,0.445783,0.259036,0.108434,0.626506,B,2.308,-1.001,-0.639,3.488
tide_level_x_wind_dir,tide_level_band=やや高潮位(150-179cm)|wind_dir=北東,66,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,北東,ALL,ALL,0.469697,0.287879,0.106061,0.590909,reference,4.7,1.884,-0.876,-0.072
tide_level_x_wind_dir,tide_level_band=やや高潮位(150-179cm)|wind_dir=北西,11,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,北西,ALL,ALL,0.545455,0.181818,0.181818,0.454545,reference,12.276,-8.722,6.7,-13.708
tide_level_x_wind_dir,tide_level_band=やや高潮位(150-179cm)|wind_dir=南,271,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,南,ALL,ALL,0.512915,0.214022,0.084871,0.553506,B,9.022,-5.502,-2.995,-3.812
tide_level_x_wind_dir,tide_level_band=やや高潮位(150-179cm)|wind_dir=南東,88,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,南東,ALL,ALL,0.556818,0.193182,0.102273,0.602273,C,13.412,-7.586,-1.255,1.064
tide_level_x_wind_dir,tide_level_band=やや高潮位(150-179cm)|wind_dir=南西,12,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,南西,ALL,ALL,0.25,0.5,0.0,0.333333,reference,-17.27,23.096,-11.482,-25.83
tide_level_x_wind_dir,tide_level_band=やや高潮位(150-179cm)|wind_dir=東,43,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,東,ALL,ALL,0.372093,0.325581,0.116279,0.581395,reference,-5.061,5.654,0.146,-1.023
tide_level_x_wind_dir,tide_level_band=やや高潮位(150-179cm)|wind_dir=無風,45,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,無風,ALL,ALL,0.4,0.288889,0.177778,0.577778,reference,-2.27,1.985,6.296,-1.385
tide_level_x_wind_dir,tide_level_band=やや高潮位(150-179cm)|wind_dir=西,6,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,西,ALL,ALL,0.5,0.333333,0.0,0.5,reference,7.73,6.429,-11.482,-9.163
tide_level_x_wind_dir,tide_level_band=中潮位(100-149cm)|wind_dir=unknown,45,ALL,中潮位(100-149cm),ALL,ALL,ALL,unknown,ALL,ALL,0.444444,0.2,0.155556,0.555556,reference,2.174,-6.904,4.074,-3.607
tide_level_x_wind_dir,tide_level_band=中潮位(100-149cm)|wind_dir=北,550,ALL,中潮位(100-149cm),ALL,ALL,ALL,北,ALL,ALL,0.390909,0.296364,0.16,0.650909,A,-3.179,2.732,4.518,5.928
tide_level_x_wind_dir,tide_level_band=中潮位(100-149cm)|wind_dir=北東,238,ALL,中潮位(100-149cm),ALL,ALL,ALL,北東,ALL,ALL,0.403361,0.302521,0.10084,0.579832,B,-1.934,3.348,-1.398,-1.18
tide_level_x_wind_dir,tide_level_band=中潮位(100-149cm)|wind_dir=北西,37,ALL,中潮位(100-149cm),ALL,ALL,ALL,北西,ALL,ALL,0.351351,0.324324,0.081081,0.513514,reference,-7.135,5.528,-3.374,-7.811
tide_level_x_wind_dir,tide_level_band=中潮位(100-149cm)|wind_dir=南,1032,ALL,中潮位(100-149cm),ALL,ALL,ALL,南,ALL,ALL,0.434109,0.25,0.09593,0.588178,A,1.141,-1.904,-1.889,-0.345
tide_level_x_wind_dir,tide_level_band=中潮位(100-149cm)|wind_dir=南東,353,ALL,中潮位(100-149cm),ALL,ALL,ALL,南東,ALL,ALL,0.430595,0.271955,0.096317,0.566572,A,0.79,0.291,-1.85,-2.506
tide_level_x_wind_dir,tide_level_band=中潮位(100-149cm)|wind_dir=南西,56,ALL,中潮位(100-149cm),ALL,ALL,ALL,南西,ALL,ALL,0.357143,0.25,0.196429,0.517857,reference,-6.556,-1.904,8.161,-7.377
tide_level_x_wind_dir,tide_level_band=中潮位(100-149cm)|wind_dir=東,138,ALL,中潮位(100-149cm),ALL,ALL,ALL,東,ALL,ALL,0.333333,0.405797,0.108696,0.65942,C,-8.937,13.675,-0.612,6.779
tide_level_x_wind_dir,tide_level_band=中潮位(100-149cm)|wind_dir=無風,170,ALL,中潮位(100-149cm),ALL,ALL,ALL,無風,ALL,ALL,0.4,0.317647,0.082353,0.505882,B,-2.27,4.86,-3.247,-8.575
tide_level_x_wind_dir,tide_level_band=中潮位(100-149cm)|wind_dir=西,8,ALL,中潮位(100-149cm),ALL,ALL,ALL,西,ALL,ALL,0.25,0.5,0.0,0.625,reference,-17.27,23.096,-11.482,3.337
tide_level_x_wind_dir,tide_level_band=低潮位(<50cm)|wind_dir=unknown,16,ALL,低潮位(<50cm),ALL,ALL,ALL,unknown,ALL,ALL,0.25,0.375,0.25,0.625,reference,-17.27,10.596,13.518,3.337
tide_level_x_wind_dir,tide_level_band=低潮位(<50cm)|wind_dir=北,47,ALL,低潮位(<50cm),ALL,ALL,ALL,北,ALL,ALL,0.255319,0.319149,0.12766,0.659574,reference,-16.738,5.011,1.284,6.795
tide_level_x_wind_dir,tide_level_band=低潮位(<50cm)|wind_dir=北東,19,ALL,低潮位(<50cm),ALL,ALL,ALL,北東,ALL,ALL,0.263158,0.263158,0.210526,0.842105,reference,-15.954,-0.588,9.571,25.048
tide_level_x_wind_dir,tide_level_band=低潮位(<50cm)|wind_dir=北西,7,ALL,低潮位(<50cm),ALL,ALL,ALL,北西,ALL,ALL,0.285714,0.285714,0.142857,0.428571,reference,-13.699,1.667,2.804,-16.306
tide_level_x_wind_dir,tide_level_band=低潮位(<50cm)|wind_dir=南,229,ALL,低潮位(<50cm),ALL,ALL,ALL,南,ALL,ALL,0.379913,0.292576,0.113537,0.563319,B,-4.279,2.353,-0.128,-2.831
tide_level_x_wind_dir,tide_level_band=低潮位(<50cm)|wind_dir=南東,70,ALL,低潮位(<50cm),ALL,ALL,ALL,南東,ALL,ALL,0.342857,0.414286,0.071429,0.6,reference,-7.984,14.524,-4.339,0.837
tide_level_x_wind_dir,tide_level_band=低潮位(<50cm)|wind_dir=南西,7,ALL,低潮位(<50cm),ALL,ALL,ALL,南西,ALL,ALL,0.428571,0.142857,0.142857,0.714286,reference,0.587,-12.619,2.804,12.266
tide_level_x_wind_dir,tide_level_band=低潮位(<50cm)|wind_dir=東,13,ALL,低潮位(<50cm),ALL,ALL,ALL,東,ALL,ALL,0.384615,0.230769,0.0,0.461538,reference,-3.808,-3.827,-11.482,-13.009
tide_level_x_wind_dir,tide_level_band=低潮位(<50cm)|wind_dir=無風,18,ALL,低潮位(<50cm),ALL,ALL,ALL,無風,ALL,ALL,0.555556,0.166667,0.166667,0.777778,reference,13.286,-10.238,5.185,18.615
tide_level_x_wind_dir,tide_level_band=低潮位(<50cm)|wind_dir=西,1,ALL,低潮位(<50cm),ALL,ALL,ALL,西,ALL,ALL,0.0,0.0,0.0,0.0,reference,-42.27,-26.904,-11.482,-59.163
tide_level_x_wind_dir,tide_level_band=高潮位(180cm+)|wind_dir=unknown,3,ALL,高潮位(180cm+),ALL,ALL,ALL,unknown,ALL,ALL,0.333333,0.666667,0.0,0.333333,reference,-8.937,39.762,-11.482,-25.83
tide_level_x_wind_dir,tide_level_band=高潮位(180cm+)|wind_dir=北,19,ALL,高潮位(180cm+),ALL,ALL,ALL,北,ALL,ALL,0.473684,0.052632,0.210526,0.526316,reference,5.098,-21.641,9.571,-6.531
tide_level_x_wind_dir,tide_level_band=高潮位(180cm+)|wind_dir=北東,1,ALL,高潮位(180cm+),ALL,ALL,ALL,北東,ALL,ALL,0.0,0.0,0.0,0.0,reference,-42.27,-26.904,-11.482,-59.163
tide_level_x_wind_dir,tide_level_band=高潮位(180cm+)|wind_dir=南,111,ALL,高潮位(180cm+),ALL,ALL,ALL,南,ALL,ALL,0.441441,0.27027,0.099099,0.621622,C,1.874,0.123,-1.572,2.999
tide_level_x_wind_dir,tide_level_band=高潮位(180cm+)|wind_dir=南東,15,ALL,高潮位(180cm+),ALL,ALL,ALL,南東,ALL,ALL,0.333333,0.266667,0.2,0.333333,reference,-8.937,-0.238,8.518,-25.83
tide_level_x_wind_dir,tide_level_band=高潮位(180cm+)|wind_dir=東,3,ALL,高潮位(180cm+),ALL,ALL,ALL,東,ALL,ALL,0.333333,0.333333,0.0,0.0,reference,-8.937,6.429,-11.482,-59.163
tide_level_x_wind_dir,tide_level_band=高潮位(180cm+)|wind_dir=無風,11,ALL,高潮位(180cm+),ALL,ALL,ALL,無風,ALL,ALL,0.363636,0.363636,0.0,0.727273,reference,-5.906,9.459,-11.482,13.564
tide_level_x_wind_speed,tide_level_band=やや低潮位(50-99cm)|wind_speed_band=0_1m,295,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,ALL,0_1m,ALL,0.508475,0.240678,0.094915,0.613559,B,8.578,-2.836,-1.99,2.193
tide_level_x_wind_speed,tide_level_band=やや低潮位(50-99cm)|wind_speed_band=2_3m,542,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,ALL,2_3m,ALL,0.409594,0.256458,0.132841,0.577491,A,-1.311,-1.258,1.802,-1.414
tide_level_x_wind_speed,tide_level_band=やや低潮位(50-99cm)|wind_speed_band=4_5m,333,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,ALL,4_5m,ALL,0.42042,0.228228,0.126126,0.606607,A,-0.228,-4.081,1.131,1.498
tide_level_x_wind_speed,tide_level_band=やや低潮位(50-99cm)|wind_speed_band=6m_plus,113,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,ALL,6m_plus,ALL,0.415929,0.309735,0.097345,0.619469,C,-0.677,4.069,-1.747,2.784
tide_level_x_wind_speed,tide_level_band=やや低潮位(50-99cm)|wind_speed_band=unknown,91,ALL,やや低潮位(50-99cm),ALL,ALL,ALL,ALL,unknown,ALL,0.43956,0.230769,0.21978,0.571429,C,1.686,-3.827,10.496,-2.02
tide_level_x_wind_speed,tide_level_band=やや高潮位(150-179cm)|wind_speed_band=0_1m,252,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,ALL,0_1m,ALL,0.511905,0.25,0.083333,0.56746,B,8.921,-1.904,-3.149,-2.417
tide_level_x_wind_speed,tide_level_band=やや高潮位(150-179cm)|wind_speed_band=2_3m,297,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,ALL,2_3m,ALL,0.454545,0.262626,0.111111,0.572391,B,3.185,-0.642,-0.371,-1.924
tide_level_x_wind_speed,tide_level_band=やや高潮位(150-179cm)|wind_speed_band=4_5m,131,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,ALL,4_5m,ALL,0.48855,0.183206,0.122137,0.603053,C,6.585,-8.584,0.732,1.142
tide_level_x_wind_speed,tide_level_band=やや高潮位(150-179cm)|wind_speed_band=6m_plus,28,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,ALL,6m_plus,ALL,0.392857,0.321429,0.071429,0.607143,reference,-2.984,5.239,-4.339,1.551
tide_level_x_wind_speed,tide_level_band=やや高潮位(150-179cm)|wind_speed_band=unknown,5,ALL,やや高潮位(150-179cm),ALL,ALL,ALL,ALL,unknown,ALL,0.6,0.0,0.2,0.8,reference,17.73,-26.904,8.518,20.837
tide_level_x_wind_speed,tide_level_band=中潮位(100-149cm)|wind_speed_band=0_1m,715,ALL,中潮位(100-149cm),ALL,ALL,ALL,ALL,0_1m,ALL,0.413986,0.307692,0.097902,0.570629,A,-0.871,3.865,-1.692,-2.1
tide_level_x_wind_speed,tide_level_band=中潮位(100-149cm)|wind_speed_band=2_3m,1085,ALL,中潮位(100-149cm),ALL,ALL,ALL,ALL,2_3m,ALL,0.404608,0.282028,0.108756,0.581567,A,-1.809,1.299,-0.606,-1.006
tide_level_x_wind_speed,tide_level_band=中潮位(100-149cm)|wind_speed_band=4_5m,614,ALL,中潮位(100-149cm),ALL,ALL,ALL,ALL,4_5m,ALL,0.42671,0.258958,0.117264,0.636808,A,0.401,-1.008,0.244,4.518
tide_level_x_wind_speed,tide_level_band=中潮位(100-149cm)|wind_speed_band=6m_plus,168,ALL,中潮位(100-149cm),ALL,ALL,ALL,ALL,6m_plus,ALL,0.375,0.261905,0.166667,0.613095,B,-4.77,-0.714,5.185,2.147
tide_level_x_wind_speed,tide_level_band=中潮位(100-149cm)|wind_speed_band=unknown,45,ALL,中潮位(100-149cm),ALL,ALL,ALL,ALL,unknown,ALL,0.444444,0.2,0.155556,0.555556,reference,2.174,-6.904,4.074,-3.607
tide_level_x_wind_speed,tide_level_band=低潮位(<50cm)|wind_speed_band=0_1m,91,ALL,低潮位(<50cm),ALL,ALL,ALL,ALL,0_1m,ALL,0.340659,0.373626,0.10989,0.571429,C,-8.204,10.458,-0.493,-2.02
tide_level_x_wind_speed,tide_level_band=低潮位(<50cm)|wind_speed_band=2_3m,176,ALL,低潮位(<50cm),ALL,ALL,ALL,ALL,2_3m,ALL,0.352273,0.306818,0.102273,0.607955,B,-7.043,3.778,-1.255,1.633
tide_level_x_wind_speed,tide_level_band=低潮位(<50cm)|wind_speed_band=4_5m,110,ALL,低潮位(<50cm),ALL,ALL,ALL,ALL,4_5m,ALL,0.345455,0.254545,0.154545,0.654545,C,-7.724,-1.45,3.973,6.292
tide_level_x_wind_speed,tide_level_band=低潮位(<50cm)|wind_speed_band=6m_plus,34,ALL,低潮位(<50cm),ALL,ALL,ALL,ALL,6m_plus,ALL,0.5,0.264706,0.029412,0.441176,reference,7.73,-0.434,-8.541,-15.045
tide_level_x_wind_speed,tide_level_band=低潮位(<50cm)|wind_speed_band=unknown,16,ALL,低潮位(<50cm),ALL,ALL,ALL,ALL,unknown,ALL,0.25,0.375,0.25,0.625,reference,-17.27,10.596,13.518,3.337
tide_level_x_wind_speed,tide_level_band=高潮位(180cm+)|wind_speed_band=0_1m,44,ALL,高潮位(180cm+),ALL,ALL,ALL,ALL,0_1m,ALL,0.431818,0.295455,0.045455,0.477273,reference,0.912,2.641,-6.936,-11.436
tide_level_x_wind_speed,tide_level_band=高潮位(180cm+)|wind_speed_band=2_3m,34,ALL,高潮位(180cm+),ALL,ALL,ALL,ALL,2_3m,ALL,0.441176,0.088235,0.264706,0.705882,reference,1.848,-18.081,14.989,11.425
tide_level_x_wind_speed,tide_level_band=高潮位(180cm+)|wind_speed_band=4_5m,62,ALL,高潮位(180cm+),ALL,ALL,ALL,ALL,4_5m,ALL,0.419355,0.290323,0.096774,0.580645,reference,-0.334,2.128,-1.805,-1.098
tide_level_x_wind_speed,tide_level_band=高潮位(180cm+)|wind_speed_band=6m_plus,20,ALL,高潮位(180cm+),ALL,ALL,ALL,ALL,6m_plus,ALL,0.4,0.3,0.05,0.55,reference,-2.27,3.096,-6.482,-4.163
tide_level_x_wind_speed,tide_level_band=高潮位(180cm+)|wind_speed_band=unknown,3,ALL,高潮位(180cm+),ALL,ALL,ALL,ALL,unknown,ALL,0.333333,0.666667,0.0,0.333333,reference,-8.937,39.762,-11.482,-25.83
tide_phase_x_wind_dir,tide_phase=falling_early|wind_dir=unknown,3,ALL,ALL,ALL,falling_early,ALL,unknown,ALL,ALL,0.666667,0.0,0.333333,0.666667,reference,24.397,-26.904,21.851,7.504
